dataset,origin,id,doc,summ,cut,error_type,annotated_span
Goyal’21,xsum,34797865,"turker bayram's instaagent app was pulled from apple and google's stores after another developer flagged it was copying users'names and passwords for the photo - sharing service. but although instaagent used the logins, mr bayram denies saving them. one expert said sending the passwords to an unknown server was still ` ` highly unorthodox''. instaagent had topped the free app charts in several countries, including the uk, before it was blocked. the software promised to let users see who had viewed their instagram profiles. but on tuesday, david layer - reiss - a german ios developer - posted a series of tweets that included evidence instaagent was ` ` hacking'' people's details. mr bayram failed to explain his actions when he was phoned by the bbc the next day, but later posted a statement online in broken english. in it, he said he had been working on a new way to promote the service. the app had charged people a fee if they wanted to see more than three people who had looked at their pictures. mr bayram explained he had been working on a feature that would have unlocked full access for free if device owners let an advert for instaagent appear in their feeds, but said he had decided not to activate it. ` ` it was not a good idea,'' he acknowledged. ` ` we didn't publish because we learned that instagram wasn't allowing private apis - lsb - application program interfaces - rsb - for third - party applications'usage.'' he added, however, that for reasons he ` ` couldn't understand'' the code still started posting the ads to some people's accounts. ` ` it was a terrible experience for us. because our application has removed both mobile markets,'' he wrote. but he said people who had downloaded the app should not be concerned. ` ` nobody's account - lsb - was - rsb - stolen. your password - lsb - was - rsb - never saved - lsb - to - rsb - unauthorised servers. ` ` but again and again we apologise... - lsb - and in the future - rsb - we must read service providers'policies",an iranian developer has been accused of hacking the logins of users of an app that promised to let them see who had viewed their pictures on instagram.,test,,
Goyal’21,xsum,36526695,"the government said any decision should await a report being written by the former bishop of liverpool james jones. andy burnham, who called for the law, criticised the failure to include it in the policing and crime bill. he said it was wrong margaret aspinall had to use compensation for her son's death towards the ` ` fight for justice''. the shadow home secretary said ms aspinall, whose son james died in the 1989 disaster, had to put the a # 1, 000 she received in compensation towards legal fees and was then ` ` living on the breadline'' trying to cover the cost of fighting for justice. the leigh mp said the 27 - year fight hillsborough families had to endure showed how the odds were stacked against families seeking the truth. it has been revealed south yorkshire police spent at least a # 2. 1 m on legal fees representing its suspended chief constable david crompton during the inquests into the deaths of the 96 fans who were killed. the labour mp said : ` ` this bill was an opportunity to make this country fairer, to even up the scales and tip them in favour of ordinary families and away from the establishment. ` ` i fear we have failed to do that.'' he said ms aspinall, who is chairwoman of the hillsborough family support group, watched the debate from the public gallery, and was ` ` disappointed'' by the government's refusal to accept equal legal funding in to the bill. the policing and crime bill gives police stronger powers and hands responsibility for fire and rescue services to elected police and crime commissioners. it creates so - called super complaints which will allow organisations like charities to bring a large - scale complaint against the police and strengthens protections for whistleblowers so identities are protected while investigations are conducted. home secretary theresa may said the bill would allow police to go ` ` further and faster'' and ` ` radically reform'' the complaints and disciplinary systems. however, mr burnham said it was a ` ` mixed bag'' that included improvements but also missed opportunities including the equal legal funding for victims as well as a second leveson inquiry into the relationship between police and the press. the bill will now pass to the house of lords for further scrutiny. in april, jurors ruled the 96 victims of hillsborough were unlawfully killed. the rt rev james jones",the government has been accused of failing to include equal legal funding for the families of the hillsborough disaster victims in the policing bill during a commons debate.,val,['intrinsic-predicate'],[['during a commons debate']]
Goyal’21,xsum,36690964,"the 28 - year - old world record holder equalled the olympic record - set by czech roman sebrle at athens 2004 - by scoring 8, 993 points in rio. france's kevin mayer took silver with 8, 834, while canada's damian warner secured bronze with 8, 666. ` ` to win two olympic golds in a row like daley and mathias is very special,'' said eaton. ` ` one day, i'm going to have to meet daley, shake his hand and thank him for giving me something to chase after. ` ` my throwing has been bad in the past, but i really got after the discus and shot here. can i do three in a row? maybe you should ask daley.'' eaton was the overwhelming favourite to follow thompson's achievement from 1980 and 84 and is the third multi - eventer, alongside american heptathlete jackie joyner - kersee, to win back - to - back olympic titles. he has dominated the event since 2011, claiming back - to - back world titles and twice setting new world records along with his olympic success. no british athlete competed in the 10 - discipline event. subscribe to the bbc sport newsletter to get our pick of news, features and video sent to your inbox. find out how to get into athletics with our special guide.",eamonn eaton has become the first british athlete to win back - to-back olympic golds in the shot put and discus with victory at the rio games.,test,['extrinsic-NP'],"[['eamonn, shot put and discus']]"
Goyal’21,xsum,35912100,"parts of pleasure island family theme park in cleethorpes were inaccessible to the public due to surface water flooding, manager neil ireland said. he added that no major damage had been caused but high winds and rain also meant some of the park's rides would not have been able to run. the park is expected to reopen to the public on tuesday.","high winds and heavy rain have caused flooding at a derbyshire theme park, forcing it to close for the weekend.",val,['extrinsic-NP'],[['derbyshire theme park']]
Goyal’21,xsum,37273958,"the muslim personal law board told the supreme court that men were ` ` better at controlling emotions and unlikely to take a hasty decision''. the board's explanation came after muslim women complained about gender discrimination in divorce cases. activists said the comments were ` ` patriarchal, inhuman and unjust''. the supreme court is hearing several petitions challenging what is known as the ` ` instant triple talaq'' where a muslim man can divorce his wife in a matter of minutes by just uttering the word talaq - lrb - divorce - rrb - three times. ` ` their - lsb - the all india muslim personal law board or aimplb - rsb - stand that ` men have greater reasoning power compared to women'smacks of a medieval mindset and prejudice against women,'' the mumbai - based bharatiya muslim mahila andolan - lrb - bmma - indian muslim women's movement - rrb - and the all india democratic women's association said in a joint statement. ` ` their justification of polygamy and triple talaq contravenes the constitution and indeed the principles of gender justice in islam. triple talaq is unilateral and arbitrary. nowhere in the islamic world is triple talaq legal. we oppose it and demand a ban on it forthwith,'' the statement added. the activists said the board should apologise to all women and ensure that their statements in the future were not derogatory to women. muslims are india's largest minority community with a population of 155 million and their marriages and divorces are governed by the muslim personal law, ostensibly based on the sharia. women's groups and campaigners say the controversial practice of triple talaq is un - koranic and must be declared unconstitutional. most islamic countries, including pakistan and bangladesh, have banned triple talaq, but it thrives in india, they say. islamic scholars too say the koran clearly spells out how to issue a divorce - it has to be spread over three months which allows a couple time for reflection and reconciliation. campaigners say men are now increasingly using text messages, skype, whatsapp or facebook to pronounce divorce. but the all india muslim personal law board - lrb - aimplb - rrb - says the divorce rate is still very low among indian muslims and",activists in india have criticised muslims for saying that men have greater reasoning power than women when it comes to divorce.,test,['intrinsic-NP'],"[['muslim group, not muslims']]"
Goyal’21,xsum,32452617,"shaun mckerry tried to rob shildon post office in county durham on 15 march. cctv showed the 31 - year - old threatening staff with the axe before shopkeeper sab dhillon tackled him to the floor and restrained him. durham crown court heard mckerry, of coundon, near bishop auckland, had earlier admitted attempted robbery. mckerry, whose face was hidden by a scarf and hood, brandished the weapon as he ordered shop assistant andrea brighty to fill a bag with money from the till, the court heard. but mr dhillon ran from a back office, grabbed mckerry from behind and wrestled him to the floor. the court heard mckerry, dubbed boomerang boy because of his repeated spells in prison, had been arrested more than 80 times. he was told he must serve an extended four - year licence period after he is released. the court was told mckerry started shoplifting at the age of 12 and by 15 he had been arrested 80 times, and had convictions for aggravated vehicle - taking, sending indecent letters, and burglary. mckerry once stole 22 charity boxes while dressed as a woman, and locals dubbed him a one - man crime wave. dramatic cctv footage from the shop showed the masked mckerry waving an axe as he demanded cash from terrified assistant andrea brighty. but he did not see mr dhillon's rugby tackle, which dropped him to the floor, sending shelves and produce tumbling. as the men wrestled, and with mckerry still holding the axe, mr dhillon's wife sam helped, hitting him twice with a baseball bat to make him drop the weapon. blood can be seen coming from the would - be robber's nose and mr dhillon gestured to his wife to drop the bat. minutes later the police arrived and arrested mckerry, who, the court heard, had been arrested more than 80 times and had 64 previous convictions. speaking to bbc tees shortly after the raid, mr dhillon said : ` ` i was in the back storeroom on the computer and i heard andrea, who was behind the counter shouting ` no, no, no '. ` ` i saw a guy waiving an axe at her. i came up behind him and pulled him away from andrea and the counter. we struggled, fell on the floor. ` `","a new zealand man dubbed the ""boomerang boy"" after he was caught on cctv waving an axe at a post office worker has been jailed for four years for attempted robbery.",val,['extrinsic-NP'],"[['new zealand'], ['for four years']]"
Goyal’21,xsum,28340263,"jill bennett had been acting head teacher at priory primary school in dudley for a few days before it was put into special measures. in july 2012, inspectors saw a pupil assaulting a teaching assistant who tried to stop a fight. the watchdog's inspector helen morrison said it was ` ` the worst school she had seen'', said current head ms bennett. it was then rated inadequate in all four areas assessed by ofsted. the watchdog said at the time there was : earlier, the school released its latest inspection, which deems it good in all four areas assessed. ms bennett said her motivation to reverse the school's fortunes came because she attended it herself as a child, as did her sisters glenda and andrea, and ms bennett's own two children, alex and megan. she said : ` ` the area has always been deprived, but i asked myself, ` why couldn't priory children have good opportunities? ` ` i told pupils, i was a good student myself, never an a * student, but i was always determined and that's what we would be.''",a head teacher who took charge of a school rated inadequate by the ofsted watchdog in 2012 has said she was motivated to turn it around by her own experience.,test,,
Goyal’21,xsum,26382532,"seven people were charged with stealing and conspiracy to steal a baby from the komfo anokye teaching hospital earlier in february. suwaiba mumuni, whose baby is among the five missing, told the bbc she believes her child is still alive. the hospital, the second largest in ghana, has denied the allegations. the bbc's sammy darko in the capital, accra, says the case of the missing babies has caused outrage in ghana. youths stormed the hospital in kumasi, 270 km - lrb - 167 miles - rrb - north - west of accra, on thursday, temporarily closing the maternity wards, he says. ms mumuni said after she gave birth on 5 february, she was told that her baby was stillborn and it was taken away by attendants. when her relatives arrived later in the day to collect the body for burial, it could not be found, she said. ` ` the only news i am expecting to hear is that my baby has been found,'' ms mumuni told the bbc. ` ` they told me my baby is dead, but they have not been able to produce the body... i am confident my baby is alive.'' the bodies of another four babies allegedly delivered stillborn that day are also missing. ` ` the ministry will leave no stone unturned until the truth is established,'' health minister sherry ayittey said in a statement. ms ayittey said the hospital had 14 working days to find the bodies of the babies ` ` for burial by the families''. staff at the hospital, who spoke on condition of anonymity, said they often felt overwhelmed and there were inadequate resources to deal with demand. our reporter says the seven people charged on thursday over ms mumuni's missing baby were given bail.","ghana's health minister has ordered a search for the bodies of five babies allegedly stolen from a hospital in the west of the country, the bbc has learned.",val,,
Goyal’21,xsum,10233293,"the six ` ` astronauts'' wearing bright blue jump - suits and even surgical masks, were paraded before banks of television cameras and hordes of journalists at a news conference before entering their mock spaceship. amongst the long rows of vips at the news conference were senior officials from the united states, china and the european union. if, as some experts believe, the main aim of the mars 500 experiment is to publicise the concept of human flight to the red planet, then it has surely succeeded beyond all expectations. ` ` i am very happy to be part of this project,'' said diego urbina, the colombian - italian and most extrovert member of the crew. ` ` it will raise awareness of space flight so hopefully a few years from now there will be a real flight to mars.'' he confessed that elton john had been his inspiration. ` ` i don't know if you know that song rocket man,'' he asked. ` ` i want a future like thata $ ¦ where people will be going frequently into space and will be working there and it will be very usual.'' in front of the world's media, all the team spoke confidently about the chances of the experiment being successful - in other words that noone would crack under the stress of such lengthy confinement in such claustrophobic and bizarre conditions and demand to be let out. ` ` the target is for all six of us to be here for 520 days,'' said the french crew - member romain charles who took a guitar with him into the cluster of brown and silver - coloured metal tubes which will be home until november 2011. after the news conference, the six crew disappeared, re - emerging an hour later by the entrance hatch to the mock spaceship, where they put on another high - spirited performance for the media. finally, blowing kisses and waving to wives, girlfriends and relatives, they walked up the steps and through the entrance hatch. a solemn - faced official slowly closed and sealed it behind them. so now reality bites for the six - member volunteer crew. what will they be thinking as they sit inside their tin cans in north - west moscow where outside the warm sun shines and the flowers blossom? there is no thrill of a blast - off and flight through space. there are no windows from which to watch the earth gradually shrink away. and no anticipation of reaching a new world more than fifty million kilometres away. instead,","so now reality bites for the six - member volunteer crew of the mars 500 experiment as they sit inside their tin cans in north - west moscow, ukraine.",test,,
Goyal’21,xsum,21187585,"following canadian research linking the vitamin with a small rise in cancer, the study in the lancet journal looked at data from 50, 000 people. it found no significant differences in those taking folic acid. taken in early pregnancy, it reduces the chances of certain birth defects and there have been calls to add it to food in the uk. many countries, including the us and canada, south africa and australia, already add folate - also called folic acid or vitamin b9 - to all flour. it is proven to reduce the number of babies born with ` ` neural tube defects'' such as spina bifida. one of the original reasons behind this more cautious approach in western europe was the risk that folic acid supplementation could disguise anaemia symptoms in a small number of older people. however, another more pressing concern was prompted by the 2007 study that found the incidence of colorectal cancer, which had been falling in the us and canada, rose temporarily just after the vitamin was automatically added to flour. one theory suggested that folate had boosted the growth of tiny, as - yet undetected cancers or pre - cancers, allowing them to be diagnosed earlier and giving the impression that cancer rates had increased. the lancet study compared cancer rates over a five - year period in 50, 000 people from several countries, some taking a folic acid supplement and some a placebo. the doses of folate tended to be much higher than those proposed for mandatory fortification of flour, but a slight increase in cancer incidence recorded in this group did not reach statistical significance, meaning it could be the product of chance alone. one of the report authors, dr robert clarke, from the clinical trial service unit at the university of oxford, said that the findings were ` ` reassuring''. ` ` if there was a substantial effect, we would expect to have seen it by now,'' he added. he said that while the doses proposed for mandatory fortification of flour were much lower than those in the study, a small proportion of people were known to combine this with extra supplements. he said : ` ` if there is any caution now, this is the group of people involved.'' new restrictions on the availability of high - dose supplements are one possible solution. the uk's chief medical officers have already recommended that folate be added to flour, and the decision now rests with government ministers. a department of","folate - also known as folic acid - should be added to flour in the uk, according to a new study.",val,['extrinsic-predicate'],[['should be added']]
Goyal’21,xsum,37936192,"wages were due to be paid on 28 october but owner diego lemos said last week that ` ` unexpected cash flow problems'' had prevented that happening. ` ` all wages have now been paid and once again i apologise to every member of staff for the delay in payment,'' lemos told the club website. shrimps'tom barkhuizen, meanwhile, has mutually agreed to cancel his deal. the 23 - year - old forward joined in 2015 from blackpool and morecambe have stated they retain the right to compensation for the player. shrimps boss jim bentley had told bbc radio lancashire one option they had considered was selling a player to raise funds, while the professional footballers'association had been deal with the wages situation. brazilian businessman lemos bought the shrimps on 1 september, taking over from peter mcguigan.",morecambe shrimps have apologised to their staff for the delay in paying their wages after the league two club said they had run out of money.,test,,
Goyal’21,xsum,30778887,"the clever machine dishes up six delicious flavours of ice cream with a variety of toppings. one day robots may become sentient and take over the world. until then, we're free to boss them about, so we want to know : what job would you give a robot? perhaps you'd make robots clean your room, or prepare delicious snacks? i would make a robot clean the dishes and make beds! gabrielle, birmingham, england i would make my robot cook for me and do my homework for me. jessica, london, england i would like a robot to work in mines so people don't have to go underground. i would also like a robot that sorts out my lego bricks. jack, swindon, wiltshire my robot would help me with my home work. aidan, beckenham, england","a robot has been created to make ice cream, and it's got some pretty good taste!",val,['extrinsic-predicate'],[['and it’s got some pretty good taste']]
Goyal’21,xsum,36535960,"wales were thrashed 40 - 7 by the chiefs on tuesday and scored just one try as the super rugby side ran in six. gatland's men, beaten 39 - 21 by the all blacks in the first test, have scored four tries in their last three games. ` ` we've spoken about chances that we create and being more clinical,'' he said. wales have lost 27 consecutive games against new zealand, with their last win coming in 1953. they are looking for a first win over the all blacks on their own soil and play steve hansen's side at the westpac stadium on saturday, before ending their tour against the kiwis in dunedin. wales wasted a handful of try - scoring chances in hamilton on tuesday, while the two - time super rugby champions were supremely clinical. ` ` the disappointment for us was, was there a little bit of white - line fever? there possibly was on a couple of occasions,'' said gatland. ` ` you've just to keep being tough on the players and say at this level if you create chances you've got to finish them off and be hard on the players about that. ` ` sometimes you don't get many chances to score at this level. ` ` every opportunity the chiefs created they came away with points. we hammered away in their 22 and created some chances and we've come away with nothing, and that's where we've got to improve.'' gatland admits defence is an issue too, with wales having conceded 16 tries in their last three matches - a run which started with the 27 - 13 defeat by england in may. ` ` for us, the big thing coming down to new zealand is getting off our line defensively and looking to be more proactive in dominating those collisions defensively.'' he said. ` ` at the moment we are coming off second best and that's what we have to better at. ` ` if you win those collisions, you slow the ball down and you stop teams playing a bit more on the front foot. ` ` we've got to get that right, hopefully over the next few days.''",wales coach warren gatland says his players need to be more clinical if they are to beat the all blacks in the second test of their new zealand tour on saturday.,test,,
Goyal’21,xsum,37496094,"duckett, 21, is in england's winter tour squad to bangladesh after scoring 1, 338 championship runs this summer. chris woakes was named england test player of the summer and tammy beaumont was voted women's player of the summer. duckett said the awards are ` ` probably the highlight of my summer''. he added : ` ` i got my england call - ups and so many other things have happened. if someone had said at the start of the season that all this would happen i wouldn't have believed it. ` ` what makes the pca awards so special is that you are voted for by your peers. people who you play against vote for you and that means a lot to me. i can't keep the smile off my face. i wasn't expecting this.'' beaumont scored centuries in her three england one - day internationals against pakistan and helped kent complete a championship and t20 double. she beat natalie sciver and lauren winfield to the award, voted for by her fellow england players. ` ` it's been a bit of a breakthrough summer for me. i hadn't really cemented my place before so to have a season like that was unbelievable,'' beaumont said. team of the year adam lyth - lrb - yorkshire - rrb -, keaton jennings - lrb - durham - rrb -, ben duckett - lrb - northamptonshire - rrb -, joe root - lrb - c - rrb - - lrb - yorkshire & england - rrb -, jonny bairstow - lrb - yorkshire & england - rrb -, liam dawson - lrb - hampshire & england - rrb -, tim bresnan - lrb - yorkshire - rrb -, chris woakes - lrb - warwickshire & england - rrb -, keith barker - lrb - warwickshire - rrb -, toby roland - jones - lrb - middlesex - rrb - and jeetan patel - lrb - warwickshire - rrb - sixes award colin ingram - lrb - glamorgan - rrb - one - day cup player of the year graeme white - l",northamptonshire batsman ben duckett has been named player of the summer at the professional cricketers' association player of the year ( pca) awards.,val,['intrinsic-NP'],[['player of the summer']]
Goyal’21,xsum,35449509,"the disturbance broke out in walmersley road, bury, at 22. 10 gmt on friday. five men were taken to hospital, including the three who were stabbed. one was left in a ` ` potentially life - threatening'' condition, police said. three men, aged 32, 22 and 24, were arrested on suspicion of violent disorder. greater manchester police said ` ` a number of weapons'' including an axe, knife and hammer were found at the scene. officers are trying to trace a blue volkswagen bora involved in a chase with a silver seat leon and a white hyundai shortly before the fight. they are also looking for a dark - coloured bmw 5 series which drove off carrying two white men and two asian men. det insp charlotte cadden said : ` ` we already have a number of witnesses, but we need members of the public to come forward to help us.''",three men were stabbed and another was left in hospital with serious injuries after a fight broke out in a street in manchester.,test,,
Goyal’21,xsum,40202028,"voges was forced to retire hurt on 86 after suffering the injury while batting during the county championship draw with somerset on 4 june. middlesex hope to have the australian back for their t20 blast game against hampshire at lord's on 3 august. the 37 - year - old has scored 230 runs in four first - class games this season at an average of 57. 50. ` ` losing adam is naturally a blow as he contributes significantly to everything we do,'' director of cricket angus fraser said. ` ` his absence, however, does give opportunities to other players who are desperate to play in the first xi. ` ` in the past we have coped well without an overseas player and i expect us to do so now.'' defending county champions middlesex are sixth in the division one table, having drawn all four of their matches this season. voges retired from international cricket in february with a test batting average of 61. 87 from 31 innings, second only to australian great sir donald bradman's career average of 99. 94 from 52 tests.",middlesex batsman adam voges has been ruled out for the rest of the season with a shoulder injury.,val,['extrinsic-predicate'],[['with a shoulder injury']]
Goyal’21,xsum,40030327,"georgina callander was the first victim to be named following the explosion on monday night. the teenager, who was pictured with grande in 2015, sent a twitter message to the star before the event, which read : ` ` so excited to see you tomorrow''. miss callander, thought to be 18 and from chorley, lancashire, was described as ` ` beautiful'' by friends. they said on social media she was one of the first people taken to hospital after the attack. miss callander had already met grande and previously posted a photograph of herself with the 23 - year - old singer, taken in 2015, on her instagram account. she was in the second year of a health and social care course at runshaw college in leyland. in a statement, the school said : ` ` our deepest sympathies, thoughts and prayers go out to all of georgina's family, friends, and all of those affected by this loss. ` ` we are offering all available support possible at this tragic time, including counselling with our dedicated student support team.'' a fundraising page has been set up to help her family with funeral and memorial costs. bolton wanderers football club paid tribute to the former bishop rawstorne church of england academy pupil, who had played for their under - 11 girls'team in 2010. club chaplain phil mason said : ` ` our thoughts and prayers are with her friends and family during this awful time of loss.'' he added that there will also be a minute's silence before the first team ladies'friendly against wigan athletic on wednesday evening at macron stadium, where the team will wear black armbands.",one of the people killed in the manchester arena bomb attack was a student who had been due to meet pop star ariana grande at a concert in the city.,test,['extrinsic-predicate'],[['due to meet']]
Goyal’21,xsum,37976082,"goth girl author chris riddell says in a letter to justine greening that many lack investment and need funding via a central government grant. supported by eight former children's laureates, riddell is asking ms greening to set out required standards. the government said it was up to schools to spend as they saw fit. in his letter, riddell, supported by authors such as michael morpurgo, jacqueline wilson and quentin blake, said :'' i have seen personally, in my school visits up and down the country, how they promote reading for pleasure and in doing so, turn pupils into avid readers. ` ` i am deeply concerned that this role is not fully appreciated and, worse, is being undermined through lack of economic and intellectual investment. ` ` in recent months two major school library services closed in dorset and berkshire, and year after year the school library association loses members as school library provision shrinks through lack of funding.'' he said he had seen how library provision was ` ` wildly inconsistent'', with great examples of well - funded and staffed libraries. he said the all - party parliamentary group on libraries had asked the dfe to gather statistics on school library provision so that the extent of this problem could be understood, but this had not yet happened. riddell also said : ` ` while schools face insidious pressure on budgets and staff, things can not change. ` ` that is why, with the backing of my fellow laureates, i am now calling on justine greening and the department of education to act on the all - party group's request and then set out clear standards of library provision, and put into place the necessary funding.'' this way, every school would have a library service it could be proud of, with books to borrow and, wherever possible, a school librarian to help children choose, he said. a department for education official said reading was a key part of a child's education and ultimately helped them to reach their full potential. ` ` that's why we've strengthened the curriculum to focus on developing their reading and writing skills, and teaching phonics helps children acquire the basic building blocks of reading,'' the official said. ` ` we want all children to have the opportunity to read widely - school libraries play a role in this, and schools are responsible for deciding how to provide this service for",a leading children's author has called on the education secretary to set out standards for school library provision.,val,,
Goyal’21,xsum,23153685,"a child welfare agency and hospital in pennsylvania have paid elizabeth mort $ 143, 500 - lrb - a # 94, 500 - rrb - for the mistake. her three - day old daughter, isabella, was removed from her for five days in april 2010. the lawsuit argued that the opiate test in question had a far lower threshold than federal guidelines. jameson hospital failed to inform ms mort that she had failed the test, then reported it to lawrence county children and youth services without a secondary test. ` ` elizabeth mort never imagined that the last thing she ate before giving birth to her daughter - a poppy seed bagel - would lead to the loss of her newborn, but that is exactly what happened after the jameson health system failed to account for the possibility that her positive urine drug screen was due to her ingestion of poppy seeds,'' the lawsuit said. child welfare officials arrived the day after the family returned from hospital with an emergency protective custody order and took isabella. she was later returned after the agency could find no evidence ms mort had used illegal drugs. the lawsuit, which was filed on her behalf by the american civil liberties union - lrb - aclu - rrb -, was settled on tuesday. aclu officials said jameson had changed its policy to ensure newborns were not taken from parents solely on the basis of maternal drug test results. ` ` we hope that this case will encourage hospitals that routinely test pregnant women for drug use to reconsider that practice due to the harm that can result from false positives,'' said aclu lawyer sara rose.","a mother who failed a drug test after giving birth to her daughter has been awarded more than $150,000 in damages after her baby was taken from her for five days because of a false positive.",test,,
Goyal’21,xsum,20638867,"the club was honoured by the institute of groundsmanship, beating 200 nominees to the top prize in the sustainability and environmental category. the institute also recognised other factors, such as the club's solar panels and solar - powered mower. groundsman at the conference national club stewart ward said he was ` ` over the moon'' at the honour. he added that it was fantastic the club had been recognised as ` ` a small fish in a big pond''. mr ward said : ` ` it is great to be recognised by the industry leaders and shows that our unconventional methods really do work. ` ` i am constantly learning and am always keen to further my knowledge ; i want to ensure that forest green rovers are always at the forefront of the groundskeeping industry and am lucky that the chairman is very supportive of this.'' earlier in the year, the football club achieved an eu gold standard in environmental management, which contributed to the club securing the institute of groundmanship award. forest green has a reputation for standing out from the football crowd : its solar - powered mower uses gps technology, avoiding the need for human intervention. and in february 2011, the club's owner, ecotricity founder dale vince, banned burgers and sausages being sold to fans. free - range poultry and fish from sustainable stocks are served instead.",forest green rovers football club has won an award for its environmental and sustainability practices at a conference in london.,val,,
Goyal’21,xsum,34868153,"known as flex, the mission was approved by member states on thursday and will likely launch by 2022. the satellite will carry a spectrometer to catch the subtle but telltale fluorescence that organisms produce when they engage in photosynthesis. scientists say this signal can be used to monitor the condition of croplands and forests. changes in the light emission, which is detected in the red and far - red part of the electromagnetic spectrum, will reveal, for example, if vegetation is being stressed, perhaps because of overheating, drought or disease. given the fundamental role played by photosynthesis in biology, there is arguably no measurement more significant than the one flex is going to try to capture from orbit. ` ` we will be monitoring the core of the most important process that sustains all life on earth,'' said uwe rascher, a leading figure on the mission science team. flex is the latest concept in esa's earth explorer series. these are satellites that are designed to health - check the environment using novel instrument technologies. missions already flown have mapped arctic sea - ice, traced ocean circulation, and quantified the amount of water bound up in soils. flex - lrb - fluorescence explorer - rrb - - lrb - pdf - rrb - was green - lit as the eighth spacecraft in the series by the agency's earth observation programme board, meeting in paris. it won approval following a detailed assessment by scientists and engineers, who put it ahead of a rival proposal called carbonsat - lrb - pdf - rrb -. this would have plotted the movements of carbon dioxide and methane through the atmosphere. although a loser on this occasion, carbonsat may yet find support in a european union - funded space programme. certainly, esa officials would like to continue technology developments on its instrument to try to mature its design. plant fluorescence has been detected from orbit before, but not at the level of detail envisaged for flex. leaf photosynthesis - - the production of life - sustaining sugars from co2 and water - - dumps some of the energy not required in the biochemical process in the form of light. this ` ` waste emission'' radiates from the vegetation around a couple of peaks in wavelength between 640 and 800 nanometres - - on the boundary between the visible and the infrared. the nature of this signal describes directly the efficiency of the",the european space agency ( esa) has been given the go-ahead to launch a satellite that will try to measure the activity of plants from space.,test,,
Goyal’21,xsum,13336389,"spratt, 25, joins on a one - year deal, and samson, 23, on a two - year - deal. wales international spratt said : ` ` i'm excited to be joining london irish. they play an exciting brand of rugby that appeals to me.'' samson, who has played for scotland at u20 level, said : ` ` i've enjoyed my time at edinburgh but a chance to play in the premiership was not to be missed.'' the duo will join the exiles squad this summer for pre - season training. jonathan is a strong, powerful runner, with great feet and good distribution skills. spratt made his wales debut in 2009 in a test against canada. the centre also played for taranaki in new zealand's domestic rugby tournament, the air new zealand cup in 2008. he has not played for ospreys this season, having damaged his anterior cruciate ligament in pre - season, on his return from an earlier injury. samson is a product of newcastle falcons'academy and has represented scotland at all age - group levels. the edinburgh - born scrum - half featured in the irb junior world championship in 2008 and this season's irb sevens circuit tournament. ross has a strong pass on him, an eye for the gap and he reads the game well. london irish head coach toby booth said : ` ` jonathan is a highly talented young player and another very useful addition to our squad. ` ` he is a strong, powerful runner, with great feet and good distribution skills. ` ` ross is an exciting young talent in scottish rugby. he has a strong pass on him, an eye for the gap and he reads the game well.''",london irish have signed centre jonathan spratt and scrum - half rosamund samson from edinburgh for next season.,val,['extrinsic-NP'],[['rosamund']]
Goyal’21,xsum,17414258,"media playback is not supported on this device ` ` while the news is devastating, i have much to be thankful for - i thank god that i am alive,'' he said when bolton's club doctor, jonathan tobin, said after muamba's cardiac arrest during bolton's fa cup quarter - final against tottenham that the player had, in effect, been dead for 78 minutes. he received 15 shocks from a defibrillator as medics struggled to restart his heart. his fight for life inspired tributes from british football and around the world. in madrid, real players were photographed before the match against malaga in specially produced shirts carrying slogans wishing him a speedy recovery. in italy, juventus playmaker andrea pirlo dedicated a win over fiorentina to muamba. his case has been credited with raising awareness of heart problems in young people, with hospitals reporting a surge in requests for screenings after muamba's collapse. although forced to call time on the career he loved, muamba's life before he came to britain arguably leaves him better prepared than most for handling adversity. he was born in zaire, now the democratic republic of congo, in 1988. when civil war broke out in 1996, muamba's father marcel, a political advisor in the government of ousted president mobutu sese seko, became a target for rebels. marcel fled to england, and fabrice - who was unable to speak english at the time - joined him in east london along with other family members in 1999. ` ` it was very tough - i saw the war, i saw people die. i grew up with it,'' muamba recalled in 2008. ` ` it stopped us going out to play football because we were scared we would get killed. my dad had to come to england for us to survive and have a peaceful life.'' an arsenal fan when growing up in africa, muamba joined the gunners'youth system in 2002 and, although he admitted in an interview with fourfourtwo that he ` ` didn't take football seriously until the age of 16'', he progressed through the ranks to make his first - team debut in a 2005 league cup win at sunderland. with his opportunities limited by arsenal's strength in midfield, he signed a season - long loan deal",fabrice muamba has been described as one of the most inspirational footballers of his generation after he fought for his life following a cardiac arrest during a pre -season friendly match in 2005.,test,['intrinsic-NP'],[['in 2005']]
