dataset,origin,id,doc,summ,model_name,cut,error_type,annotated_span
CLIFF,cnndm,8012ab9261e117ab47a2759b3c0b628f2a007a82,"According to an outside review by Columbia Journalism School professors, ""(a)n institutional failure at Rolling Stone resulted in a deeply flawed article about a purported gang rape at the University of Virginia."" The Columbia team concluded that ""The failure encompassed reporting, editing, editorial supervision and fact-checking."" Hardly a ringing endorsement of the editorial process at the publication. The magazine's managing editor, Will Dana, wrote, ""We would like to apologize to our readers and to all of those who were damaged by our story and the ensuing fallout, including members of the Phi Kappa Psi fraternity and UVA administrators and students."" Brian Stelter: Fraternity to 'pursue all available legal action' The next question is:. Can UVA, Phi Kappa Psi or any of the other fraternities on campus sue for defamation? The Virginia Supreme Court said in Jordan v. Kollman that ""the elements of libel are (1) publication of (2) an actionable statement with (3) the requisite intent."" ""Actionable"" means the statement must be both false and defamatory. Of course, the law of defamation must be balanced against the freedom of speech protected under not only the First Amendment to the United States Constitution, but also the Virginia Constitution. True statements cannot be defamatory. Neither can pure statements of opinion, because they theoretically cannot be either true or false. But the Rolling Stone article certainly purported to be fact, and it apparently is not exactly what the law considers ""true."" The individual members of the fraternity will likely be considered private individuals, and not public figures; the latter have a harder time proving defamation. A private person suing for defamation must establish that the defendant has published a false factual statement that is about the person and that it also harms the person's reputation. The private plaintiff also must show that the defendant knew that the statement was false, or believed it was true but lacked a reasonable basis, or acted negligently in checking the facts. At first blush, that sounds like it fits perfectly, right? The Columbia report may go a long way toward establishing at least a modicum of the required intent. But that's only half the battle. There are strict rules about who can be a plaintiff in a defamation action like this. The identity of the aspiring plaintiff matters. First, let's eliminate UVA. The university is a public university, and therefore it is a governmental entity. The Supreme Court has been clear on the issue of libelous statements about the government: The government cannot sue for defamation. There is no such cause of action in American jurisprudence. Now the fraternities, starting with Phi Kappa Psi. A fraternity is not an individual, but a group. A plaintiff in a defamation case must show that the statements were ""of or concerning"" the plaintiff. It sounds obvious, but if you're going to say a statement hurt you, you have to prove the statement actually was about you to begin with. When the statements are about a group without naming an individual, it's hard to say the statement is ""concerning"" the individual -- and groups generally cannot sue.  For example, you can be sued if you call a specific lawyer a thief, but that same person cannot sue you if you simply call all lawyers thieves. Defamatory statements about a group are therefore not actionable by the group's individual members, for the most part. Like all rules, however, there are exceptions. If the defamatory language is about ""a comparatively small group of persons and the defamatory part is easily imputed against all members of the small group, an individual member may sue."" If I said, ""The 1980 Philadelphia Phillies infielders were a bunch of criminals"" (they weren't),  the individual players could sue, because that mean statement is clearly about certain persons -- if I said that -- which I didn't. Phi Kappa Psi would likely argue that the ""small group"" exception fits it perfectly: Even if the individual members were not identified by name, the defamatory story has been imputed directly to individual members, who have suffered by their association with the group. On the other hand, Rolling Stone's lawyers would likely argue that the group is so large and fluid (after all, the membership changes somewhat every year), that even though the fraternity's reputation is tarnished, the members have suffered no individualized injury. As for the other fraternities on campus but not implicated in the story, that's likely a group that moves from the small category to large, and the members of Greek life generally will have a harder time bringing a lawsuit. Lawyers will tell you that a libel suit is one of those things that citizens often threaten each other with on Facebook, but that such cases are rarely actually filed. That's because a plaintiff usually has to show some kind of financial harm. So if your Aunt Edna calls you a loser on Twitter, you're going to have to spend money on an expert to explain to a jury how that actually damaged you financially. And since most of the people who waste time threatening each other with defamation suits  on Facebook live in their moms' basements and are ""between jobs,"" these are not the kind of people who have money or reputation to damage in the first place. The UVA situation is not your run-of-the-mill defamation case. The university won't be able to sue, but if the members of the fraternity can get past some of the preliminary hurdles of a defamation claim, and they can make a tangible case for damages, then this could be one of those rare successful defamation cases.","Danny Cevallos: UVA, Phi Kappa Psi, other fraternities can't sue for defamation. He says the law of defamation must be balanced against freedom of speech.",Pegasus,val,['extrinsic-NP'],['Danny Cevallos:']
CLIFF,cnndm,88431953e4dcdd67140998d46d751fc5862a3859,"Jordon Ibe is on the verge of signing a new long-term contract as Brendan Rodgers prepares to re-launch the exciting teenager’s season. Liverpool offered Ibe fresh terms in February after he had a deep impression in a sequence of games, particularly against Everton and Tottenham, that coincided with an improvement in the club’s fortunes. A deal has now been agreed and it is simply a case of the highly-regarded Ibe, who has been absent since damaging knee ligaments against Besiktas on February 26, putting pen to paper. Jordon Ibe in training for Liverpool at Melwood as he prepares to make a return from injury. Ibe is set to sign a new long-term deal at Liverpool after breaking into the first team this season. Rodgers says Ibe, 19, has looked ‘absolutely sensational’ after stepping up his rehabilitation work in the last couple of weeks and he could come straight back into the starting line-up against Newcastle on Monday night. The issue Rodgers must address is whether to stick with the 4-3-3 formation he used at Blackburn in the FA Cup last Wednesday or revert to the 3-4-3 system that had been the catalyst for an improvement in results. . One thing Liverpool’s manager has conceded, though, is that Daniel Sturridge is unlikely to recapture his very best form this season, given all the injuries he has suffered. Ibe, pictured in action against Tottenham, damaged his knee ligaments while playing against Besiktas. Sturridge, who has only scored four goals in his last 15 games, admitted last week that he felt it would have to wait until the new campaign to show last year’s sparkle and his manager agrees, following 12 months in which he has suffered thigh, calf and hip issues. ‘It’s a long time out,’ said Rodgers. ‘When you’re out for that length of time it maybe takes you the same amount of time to get back again. ‘The key for him was to get back and be fit but he needs a good pre-season under his belt, a total run at pre-season and hopefully he’ll be fine for next season. Until that point we have to maximise what we can get out of him.’. Brendan Rodgers prepares his Liverpool team for the visit of Newcastle to Anfield on Monday. Daniel Sturridge is yet to rediscover his best form since returning from a lengthy injury lay off. Rodgers added: ‘Every player is different. With Daniel there’s been a number of injuries that he’s had and that’s before he came here. He had a fairly sustained run last season and served us well but this season has been difficult. ‘He just needs to find a way to physically and mentally try to keep himself as fit as he can but sometimes that isn’t all down to you — sometimes it’s about luck as well.’.",Jordon Ibe is set to sign a new long - term deal at Liverpool. The 19 - year - old has been out since damaging knee ligaments in February. Brendan Rodgers says Ibe has looked ‘ absolutely sensational ’,Pegasus,test,correct,
CLIFF,cnndm,8184e705cc07d11e650c68029e2d6f6e94b17e2d,"Andy Murray and his Davis Cup colleagues have got their preferred venue by securing London’s Queen’s Club as the place where they will take on France in their quarter final. The venerable club in Baron’s Court will host Britain’s biggest home tie in three decades from July 17-19, after agreement was reached between its management and the Lawn Tennis Association today. British Captain Leon Smith and his lead player had made it clear that they wanted to take on the strong French team on grass, as it would appear to give them fewer selection options from their rich resources. Andy Murray in action last year at the Queen's Club, which will host the Davis Cup quarter final against France. Murray celebrates winning at Queen's in 2013 - one of three triumphs he has had at the tournament. Tickets go on sale on May 27 and the match is sure to sell out quickly with the likely capacity of the one court used being around 7,000, as it is for the AEGON Championships, which takes place two weeks before Wimbledon. The All England Club’s overworked show courts, plus the redevelopment work being done there, meant that SW19 was never an option only five days after the Championships finish. The fixture means a bumper helping of six weeks’ top level grass court tennis in the UK this summer, a far cry from 20 years ago when some believed the sport’s one organic surface might even disappear. This time there will be three weeks between Roland Garros and Wimbledon, so by the time GB take on France for a place in the World Group semi-finals all the players will be perfectly attuned to the grass. The court at Queen’s is at least the equal of Wimbledon in terms of quality, and the atmosphere will be very different from the usually staid one that accompanies the principle warm-up event for the big fortnight. Thanks to Murray, GB and France look well-matched and it could well depend on who wins the doubles rubber on the Saturday. France has seven players in the world’s singles top 50, although some have been affected by injuries this season. However, they will be encouraged by the recent comeback of Jo Wilfried Tsonga, who is their best grass court exponent and looking in decent form after overcoming arm problems. He has done well at Queen’s before but his record is not as impressive as that of Murray, who has won the pre-Wimbledon title three times. Murray said: 'Queen’s will be a perfect venue for our quarter-final match against France. I’ve been playing at Queen’s for ten years now so I feel very at home there as do the rest of the British team, so it’s a great choice. Fingers crossed it’s a memorable summer for British tennis.' Jo Wilfried Tsonga is back to form after overcoming an arm problem and will be a big threat for the French.  .",The venerable club in Baron's Court will host Britain ’s biggest home tie in three decades from July 17 - 19. Tickets go on sale on May 27 and the match is sure to sell out quickly. It means a bumper helping of six weeks ’ top level grass court tennis in the UK this summer.,Pegasus,val,correct,
CLIFF,cnndm,aea444c64bce6c32bc7ae30fccb4d356c42113a4,"An eight-year-old boy has died a day after his family's car hurtled off the road and into a Los Angeles harbor. His 13-year-old brother, identified as Abdelkrim Elmezayen, was pulled dead from the water at the scene shortly after 6pm on Thursday. Their parents are in a stable condition in the hospital. Firefighters rushed to the port in San Pedro  when passers-by heard cries for help. The family of four had been driving out of a parking lot on Berth 73 when the vehicle, driven by the boys' father, veered off the edge of the harbor.  . Scroll down for video  . Two dead: Both children who fell into the LA Harbor has died and their parents are recovering in hospital. Hero: Firefighter Miguel Meza (left) who dove into the water in San Pedro after a car carrying a family of four plunged into the water has been hailed a hero on the Facebook page of City Councilman Joe Buscaino (right) It landed upside down in the 30-foot water. . Two adults were found swimming in the water when rescuers arrived, he said. Witnesses told NBC the car appeared to speed up as it neared the edge. . Divers found the two boys inside the car. They had no pulses and weren't breathing when divers brought them up, and resuscitation efforts began immediately, Humphrey said. The adults were described as being in fair condition but 'clearly emotionally distraught,' Humphrey said. Firefighter Miguel Meza who dove into the water in San Pedro after a car carrying a family of four plunged into the water has been hailed a hero on the Facebook page of Los Angeles City Councilman Joe Buscaino. 'Firefighter Miguel Meza jumped into the water at Berth 73 tonight in San Pedro after a car with a family of four drove into the water. This man is a true hero in the City of Angels and I am so proud of him!' he said. . Sucessful search: Divers emerge from the water as debris believed to be from the car floats to the surface where a car went off the berth and into the water. Divers working in murky water searched the car and even opened the trunk, but they found no one else in it, Humphrey said. The cause of the accident was under investigation. 'We don't know at this time whether it was an accident or an intentional event,' he said. Nearly 100 firefighters, divers and helicopter and boat crews went to the scene, Humphrey said. ABC reports that the event that led up the incident remain unknown. . Witnesses told police that they heard screeching tires before the car made the plunge. .","The family of four had been driving out of a parking lot on Berth 73 in San Pedro when the vehicle, driven by the boys' father, veered off the edge of the harbor. Their parents are in a stable condition in hospital.",Pegasus,test,correct,
CLIFF,cnndm,5617874d0fbb6098d93fe8e9dbd9408c7818be6d,"The wife of a Detroit-area soccer referee filed a $51 million lawsuit Friday against a hot-headed player who is in prison for throwing a punch that killed her husband during a game last summer. The figure represents $1 million for each of the 51 additional years that John Bieniewicz, 44, could have lived, according to the lawsuit in Wayne County court. Kristen Bieniewicz of Westland, the representative of her husband's estate, is suing Bassel Saad, along with another man who controlled the team and the soccer league. Kristen Bieniewicz of Westland (pictured left with her late husband) has filed a $51 million lawsuit against Bassel Saad (right) who is in prison for throwing a punch that killed her husband during a game last summer. Bieniewicz died after Saad punched him in the head just moments before Saad would have been ejected from a weekend game in Livonia. Dr. Jamal Saleh said he rushed toward Bieniewicz, who was on his back grasping a yellow card in one hand and a red card in the other, and performed CPR which failed to work. . 'We hope this lawsuit sends a message that when you commit uncivilized acts in a civilized world there are consequences, even beyond the criminal realm,' said attorney James Acho, who had known Bieniewicz since childhood. Cyril Hall, Saad's attorney in the criminal case, said Friday that the lawsuit surprises him. 'Bassel Saad is not an individual of wealth. He was a mechanic,' Hall said. Behind bars: Saad, 37, was recently sentenced to at least eight years in prison after pleading guilty to involuntary manslaughter. The Associated Press left messages seeking comment from a telephone listing for the soccer league. Saad, 37, was recently sentenced to at least eight years in prison after pleading guilty to involuntary manslaughter. . He expressed remorse in court and said he prays for the Bieniewicz family. The lawsuit also names the Michigan United Soccer League, which is accused of allowing Saad to play despite his reputation as a violent player. Citing his doctor, the lawsuit described Bieniewicz, who had two children, as being in great health with the potential to live to age 95. Bieniewicz is pictured being administered CPR on the turf after being knocked out cold by Saad. 'I speak for his dozens of buddies, many of whom go back to our days at Catholic Central High, and we want justice for his family,' said Acho, who is handling the case with co-counsel Karen Daley. . In 2005, Saad was involved in another assault on a soccer field. Court documents obtained by Detroit Free Press indicate that he repeatedly struck another player in the head. Saad pleaded no contest in that case and was sentenced to five days of community service and 12 months of probation. Mrs Bieniewicz testified at Michigan's Capitol earlier this year in support of proposed legislation that would make it a felony to assault a sports official in the state. Referees ‘are out there on an island with no one to defend them,' she said. 'Something more than a misdemeanor should be in place.' . Mrs Bieniewicz said that through everything, her only consolation has been the thought that her husband died doing something he loved.","Kristen Bieniewicz of Westland is suing Bassel Saad, along with another man who controlled the team and the soccer league. Saad, 37, was recently sentenced to at least eight years in prison after pleading guilty to involuntary manslaughter.",Pegasus,val,correct,
CLIFF,cnndm,48f790026245f5851fa245c76196c9b04df652e6,"Ronny Deila lauded his players for stretching their lead at the top of the Premiership with victory at St Mirren – then hit out at the state of pitches in Scotland. A James Forrest strike and Stefan Johansen’s penalty were enough to see off a spirited challenge by the bottom side as Celtic moved eight points clear of Aberdeen. But although pleased with the way his side stayed patient to win, Deila felt their cause wasn’t helped by the state of the Paisley surface. And he believes Scottish football will struggle to develop top players if there isn’t a drastic improvement in our pitches. Celtic manager Ronny Deila was impressed with his side's performance against St Mirren on Friday night. ‘It was a tough game, St Mirren were well organised and played very deep,’ he said. ‘They fought really hard and it was difficult to break them down. We had to be patient. The pitch was better than some others we’ve played on. But the pitches in Scotland are terrible. ‘If you want to develop players and get passing football, it’s difficult when the ball is bouncing all the time. It’s much easier for the other teams to just sit behind the ball and try to break down our play. ‘It’s better to play on an artificial surface than this. If they are watering artificial pitches and they are of the best quality, it’s totally different and much closer to European standards. James Forrest slides on his knees to celebrate scoring Celtic's opening goal against St Mirren. ‘If we are going to develop good young players, you need a good surface to play and train on. If not, you get fighters. If you want skills and technique, play on better surfaces. ‘They are much better in Norway. Sixty per cent are artificial and the grass pitches are better as well because they don’t train there and there aren’t other teams playing on them. And we play in the summer. That’s the biggest thing. The pitch here might not look so bad but try to play on it.’. TV pictures showed Leigh Griffiths eating a chocolate biscuit while sitting on the bench. But Deila, a strong advocate of fitness and conditioning, laughed it off. ‘I think it was a carbo biscuit which is totally different! I’ll have to check his weight tomorrow.’. Celtic midfielder Stefan Johansen slots home from the penalty spot to secure his side's 2-0 victory. Goalscorer Johansen believes there’s no stopping Celtic as they close in on a treble. ‘It looks great for us now,’ he said. ‘I don’t think we’re unbeatable but there is a huge confidence in the team. ‘We are starting to look fitter and have much more of the ball because we’re playing with a higher tempo. That’s the way the manager wants us to play. I said in the beginning when people were asking questions I was confident he would be a great and it’s starting to look that way.’. Saints boss Gary Teale felt there were positives in defeat but wasn’t happy about the handball awarded against Viktor Genev for Celtic’s penalty. ‘Was it ball to hand or hand to ball? If they’re going to give penalties for things like that they need to give all of them in every single game.’. Deila berated the state of pitches in Scotland and claimed it would be better to play on artificial surfaces.",Celtic beat St Mirren 2 - 0 on Friday night in the Scottish Premiership. Manager Ronny Deila was pleased with his side's performance. But he berated the state of the pitches in Scotland.,Pegasus,test,correct,
CLIFF,cnndm,5c83627e54cc3fa08c461d357221be472571031e,"Ipswich Town manager Mick McCarthy was feeling less vibrant than his team's bright orange strip after they blew a chance to climb into the play-off places. The Tractor Boys, who have now lost four of their last five away games, were caught cold by goals in the opening 30 minutes by Huddersfield strike pair Nahki Wells and James Vaughan. McCarthy responded by making two changes at half-time and was rewarded when Luke Varney reduced arrears earlier in the second period.  . Nakhi Wells celebrates after giving his Huddersfield side the lead at the John Smith's Stadium. James Vaughan (right) doubled the lead for the home side and dent Ipswich's play-off hopes. Huddersfield (4-4-2): Smithies; Smith, Goberin, Hudson, Lynch, James; Scannell (Wallace 89), Goberin Coady, Butterfield; Wells (Edgar 83), Vaughan (Lolley 90) Goals: Wells 12, Vaughan 30. Ipswich: Bialkowski; Chambers, Smith, Berra, Fryers; Chaplow (Bishop 45), Skuse, Tabb (Williams 67); Varney, Murphy, Wood (Sears 45) Goal: Varney 48. Bookings: Smith, Berra . But Ipswich couldn't force an equaliser let alone manage the victory that would have seen them leapfrog Brentford into the top six. 'We were poor – nowhere near as competitive as usual,' said McCarthy. 'I was very angry at half-time and strong words were spoken. . 'I had to walk off at the end to calm down slightly rather than shake all the players' hands. It's been disappointing, let's leave it at that.' Huddersfield, who hadn't won in seven matches, went ahead after 12 minutes. . Wells capitalised on loose play from Zeki Fryers and curled a left-footer into the corner for his 13th goal of the season. Luke Varney (centre left) heads home early in the second half but it wasn't enough for Mick McCarthy's men . After Ipswich's 23-goal top scorer Daryl Murphy had seen an effort cleared off the line, the home side extended their lead after half-an-hour when James Vaughan rose well to head in Jacob Butterfield's cross at the far post. . Luke Varney headed a goal back after 48 minutes but Huddersfield deservedly held out to leave manager Chris Powell declaring: 'We deserved it. . 'Our first-half display was arguably the best we've played since I've been here. . 'Vaughan and Wells took it to them from minute one. Fortunately for Ipswich's promotion hopes, three of their remaining five matches are at Portman Road starting with bottom-of-the-table Blackpool on Saturday. McCarthy added: 'I don't feel happy-slappy at the moment but me and (assistant) Terry Connor will watch this game back at seven o'clock in the morning and we'll start preparing for the next one. . 'I don't have any fears about the response on Saturday.'  . McCarthy (right) looks down as his side failed to keep up with the pace of their promotion rivals. Freddie Sears (centre) and Tommy Smith compete for the ball as Ipswich chased a late equaliser.",Ipswich fell behind to goals from Nahki Wells and James Vaughan. Luke Varney scored a second - half header to give the Tractor Boys hope. But Huddersfield held on to dent Ipswich's play - off hopes.,Pegasus,val,correct,
CLIFF,cnndm,84b727701a058446b864bb4c8cc77a113994580a,"While the fight against ISIS in Syria and Iraq holds the world's gaze, a simultaneous transformation is getting less attention: the deterioration of al Qaeda. In an audio message released Sunday, al Qaeda confirmed that two of its leaders, known as Ustad Ahmad Farooq and Qari Abdullah Mansur, were killed in CIA drone strikes in January in North Waziristan, near the Afghan-Pakistan border. Farooq's real name was Raja Mohammad Suleman, al Qaeda said. He was a Pakistani who acted as the group's liaison to the Pakistan Taliban and was the deputy commander of al Qaeda's South Asia branch. (Mansur's real name was Qari Ubaidullah, a Pakistani who oversaw suicide missions against U.S. and NATO troops in Afghanistan). Al Qaeda's South Asia branch is relatively new, announced with some fanfare back in September by al Qaeda's top leader, Ayman al-Zawahiri. The creation of the terror group's South Asia branch was seen by some terrorism analysts as an attempt to steal some of the limelight from ISIS, which is embroiled in a public dispute with al Qaeda for leadership of the global jihad movement. The deaths of the two men continue the decimation of al Qaeda's bench of leaders. On Monday, in the southern Pakistani city of Karachi, local al Qaeda commander Nurul Hassan was killed in a raid, said Arif Hanif, district inspector general of police. Florida-raised Adnan Shukrijumah, 39, who was in charge of al Qaeda's operations to attack the West, was killed in December in a Pakistani military operation. Texas-born Mohanad Mahmoud Al Farekh, who also played a planning role for al Qaeda's operations, was arrested in Pakistan last year. The deaths of Ubaidullah and Suleman underline the fact that there are almost no top leaders of al Qaeda left except al-Zawahiri. Both Ubaidullah and Suleman were Pakistani. This is an indicator of how al Qaeda has become a largely Pakistan-focused group, increasingly able to do nothing of any significance outside of Pakistan or Afghanistan. Indeed, al Qaeda has virtually no capacity to carry out attacks in the West. The last successful al Qaeda attack in the West was the London transportation system bombings a decade ago. Al Qaeda is now reduced only to holding American hostages such as 73-year-old aid worker Warren Weinstein, who was kidnapped from his home in the Pakistani city of Lahore on August 13, 2011. To be sure, al Qaeda's Yemen-based affiliate, al Qaeda in the Arabian Peninsula, or AQAP, continues to pose a threat to American aviation. The group has built hard-to-detect bombs, which it has placed on U.S.-bound flights. Luckily, those bombs were faulty or were detected. The group also trained one of the gunmen who attacked the offices of the satirical magazine Charlie Hebdo in Paris in January, killing 12, but it's not clear if AQAP had any direct role in planning this attack. Meanwhile, ISIS continues to attract Western recruits and also inspire ""homegrown"" terrorists in the West, but the core al Qaeda organization that killed almost 3,000 men, women and children on 9/11 is on life support. Al Qaeda's confirmation of the deaths of Ubaidullah and Suleman is just one of the latest pieces of evidence for this assessment.",Al Qaeda confirms two of its leaders were killed in CIA drone strikes in January. Peter Bergen: Al Qaeda has virtually no capacity to carry out attacks in the West.,Pegasus,test,['extrinsic-NP'],['Peter Bergen:']
CLIFF,cnndm,b8803c87ad83ffc194b4161bfcdd6e9584e7d653,"Tuesday is Equal Pay Day, the fictitious holiday marked by progressive women's groups as the point in the year women would have to work to make up for ""lost"" wages as a result of the so-called wage gap. In the wake of Hillary Clinton's presidential announcement, the ""holiday"" has special meaning. Clinton's election will no doubt center on women voters, and the Democratic women's agenda centers on pay equity and fairness in the workplace. Here's the thing: That 77-cent wage gap statistic is grossly overstated. It's a comparison of averages -- comparing full-time working women with full-time working men -- that doesn't control for any of the important factors that go into determining one's salary such as education, profession, title, time spent in the workforce and time spent in the office each day, to name a few. When we do control for these variables, a much smaller wage gap persists of about 4-6 cents, some of which may be the result of gender discrimination, but also is likely a function of women's choices and different behavior, such as not negotiating as often as men do -- factors for which economists simply can't control. The new women warriors: Reviving the fight for equal rights. I frequently reference my own experience as a working mom with young children as an example of someone who not only made the ""mistake"" of majoring in history but then pursued a career in the nonprofit political world -- not exactly a winning combination if a high salary is the ultimate goal. Add to this the fact that I took time out of the workplace and worked part time to have a family, and my earning potential simply isn't as high as some of my male counterparts. Opinion: Why Hillary Clinton should take a pay cut. Still, conservatives -- and by extension Republicans -- ought to be paying attention to Equal Pay Day. Because for many on the right the midterm election victories signaled that the ""war on women"" narrative was over. That Democrats had overplayed their hand and that candidates such as Colorado's Mark Udall simply couldn't succeed. In some respects, Republicans are right. Voters did choose policy substance over gendered rhetoric, and in many ways they rejected the insidious ""war on women"" narrative. The facts about the gender wage gap. But women voters are valuable, and Equal Pay Day ought to be a reminder that Democrats aren't ready to surrender. Let's remember a 5-point national gender gap still remains in the Democrats' favor. Bottom line: The ""war on women"" narrative hasn't been turned off -- it's simply shifted gears. And with the presidential election season just revving up, we can expect to see the ""war on women"" focus turn to the workplace, where Democrats will claim women are paid unfairly, not given the paid leave benefits they deserve and not given the child care support they demand. Many on the right fear if they try to push back on the issue of pay equity they will be skewered in the polls. But nothing could be further from the truth. Map: Where the gender pay gap is the widest. The Independent Women's Forum conducted a randomized, controlled experiment on the issue of the wage gap, and we found that not surprisingly the progressive message in favor of the Paycheck Fairness Act -- a legislative ""solution"" to close the pay gap -- increased support for the bill but surprisingly was not effective at increasing support for Democrats. In short, if the right is silent on the issue, the left has the potential to win the battle but not the war. It's tempting on days such as Equal Pay Day for Republicans to want to lie low -- to ignore the rhetoric and hope it will all go away by Wednesday. But the reality is that's the worst thing conservatives can do. The public is open to hearing the real story on pay equity, and conservatives need to be ready and willing to respond.","Tuesday is Equal Pay Day, a fictitious holiday marked by progressive women's groups.",Pegasus,val,correct,
CLIFF,cnndm,1986975a257ab5224256a457e49d90578aafec2a,"A top television producer is suing his ex-wife for more than £300,000, claiming that she lied to him about being the father of her son. Chris Lewis, 68, has brought the unusual court case against 48-year-old former wife Nicola over the child he helped raise as his own for 17 years. In court documents he claims Mrs Lewis had sex with another man only a few months into their marriage, but did not tell him. She had a child – Charlie, now 19 – as a result but led him to believe the boy was his, he argues. Suing ex-wife: Chris Lewis, 68 (left) has accused his former partner Nicola, 48 (right) of duping him about the paternity of her son Charlie. DNA tests now prove that Charlie is not his biological son, he says, and as a result of the deception he suffered loss and damages – and wants compensation totalling £322,400. The claim, made in documents before the High Court in London, says that the pair married in October 1994 and that Mrs Lewis gave birth to Charlie in March 1996. The couple separated in May 1999. Although Charlie subsequently lived with his mother, Mr Lewis says he ‘would see him regularly and make financial contributions towards his maintenance and advancement’. He claims that his ex-wife continued to lead him to believe that he was the boy’s biological father and he was recorded as such on the birth certificate. He was discussed as being the father in the course of the couple’s divorce, with Mrs Lewis signing ‘statements of truth maintaining that was the case’. Everything changed in April 2013, however, shortly after Charlie’s 17th birthday, when both he and Mr Lewis had DNA tests. They are said to have proven beyond doubt that Mr Lewis was not the boy’s father. The court documents claim that Mrs Lewis’s repeated assertions that her ex-husband was the father of her child ‘were made fraudulently’ with her ‘knowing them to be false or not caring whether they were true or false’. Mr Lewis’s lawyers say that Mrs Lewis ‘had sexual intercourse with David Alderson or an unknown person which resulted in the conception of Charlie in or around May or June 1995’. High-profile contract: Mr Lewis's company, Chris Lewis Media, provided coverage of the Equestrian events at the London Olympics and the TV producer brought Charlie to the venue during the games. They add: ‘On no occasion during the parties’ marriage did Mrs Lewis inform Mr Lewis that she had had sexual intercourse with another person/persons. ‘She knew that Mr Lewis was not the biological father of Charlie, or was reckless as to whether he was the biological father, or did not believe he was the biological father. ‘By reason of her deceit and misrepresentations, Mr Lewis has suffered loss and damage, and claims damages plus interest.’. Mr Lewis was for decades one of the BBC’s leading sports producers, masterminding footage of every Olympic Games since 1972 as well as working on coverage of ten football World Cups. Since leaving the BBC in 2006, he has specialised in equestrian sports. He is understood to have taken Charlie to equestrian events at the London 2012 Olympics, which his TV company Chris Lewis Media was filming, a few months before he discovered he was not the boy’s father. Speaking about the court case, Mr Lewis, of Twickenham, South West London, said: ‘It’s been a very hurtful time for all parties.’. Mrs Lewis lives in a £1.2million house in Shepperton, Surrey, and is a company director of a fireplace shop. She told the Daily Mail last night: ‘I haven’t even looked at the document from court, and I can’t say anything because it’s in the hands of my solicitors.’. David Alderson, 59, of Cobham, Surrey, who is alleged to be a former lover of Mrs Lewis and the possible father of her child, was unavailable for comment last night. .","Chris Lewis, 68, has brought unusual court case against former wife Nicola. Claims she had sex with another man only a few months into their marriage. She had a child – Charlie, now 19 – as a result but led him to believe the boy was his, he argues. DNA tests now prove that Charlie is not his biological son, he says.",Pegasus,test,correct,
